Block,GISJOIN,FIPS,ADI_NATRANK,ADI_STATERNK
208854,G48020102502012,482012502012,51,4
208855,G48020102502013,482012502013,100,10
208856,G48020102502014,482012502014,88,9
208857,G48020102502021,482012502021,88,9
208858,G48020102503031,482012503031,32,2
208859,G48020102503041,482012503041,53,4
208860,G48020102503042,482012503042,64,6
208861,G48020102503043,482012503043, , 
208862,G48020102503051,482012503051,50,4
208863,G48020102503052,482012503052,58,5
208864,G48020102503053,482012503053,56,5
208865,G48020102503061,482012503061,51,4
208866,G48020102503062,482012503062,53,4
208867,G48020102504031,482012504031,53,4
208868,G48020102504032,482012504032,52,4
208869,G48020102504033,482012504033,52,4
208870,G48020102504041,482012504041,34,2
208871,G48020102504042,482012504042,30,2
208872,G48020102504043,482012504043,29,2
208873,G48020102504051,482012504051,46,4
208874,G48020102504052,482012504052,55,5
208875,G48020102504053,482012504053,46,4
208876,G48020102504061,482012504061,43,3
208877,G48020102504062,482012504062,39,3
208878,G48020102504071,482012504071,22,1
208879,G48020102504072,482012504072,33,2
208880,G48020102504073,482012504073,27,2
208881,G48020102504081,482012504081,33,2
208882,G48020102505001,482012505001,63,6
208883,G48020102505002,482012505002,59,5
208884,G48020102505003,482012505003,63,6
208885,G48020102506011,482012506011,82,8
208886,G48020102506012,482012506012,76,7
208887,G48020102506021,482012506021,58,5
208888,G48020102506022,482012506022,80,8
208889,G48020102507011,482012507011,47,4
208890,G48020102507012,482012507012,42,3
208891,G48020102507013,482012507013,51,4
208892,G48020102507021,482012507021,48,4
208893,G48020102507022,482012507022,45,4
208894,G48020102508011,482012508011,34,2
208895,G48020102508012,482012508012,43,3
208896,G48020102508021,482012508021,36,3
208897,G48020102508022,482012508022,34,2
208898,G48020102509011,482012509011,13,1
208899,G48020102509012,482012509012,40,3
208900,G48020102509021,482012509021,16,1
208901,G48020102509022,482012509022,14,1
208902,G48020102509023,482012509023,13,1
208903,G48020102509024,482012509024,9,1
208904,G48020102510001,482012510001,16,1
208905,G48020102510002,482012510002,18,1
208906,G48020102510003,482012510003,19,1
208907,G48020102511001,482012511001,38,3
208908,G48020102511002,482012511002,48,4
208909,G48020102511003,482012511003,41,3
208910,G48020102511004,482012511004,42,3
208911,G48020102511005,482012511005,49,4
208912,G48020102512001,482012512001,59,5
208913,G48020102512002,482012512002,47,4
208914,G48020102512003,482012512003,39,3
208915,G48020102512004,482012512004,53,4
208916,G48020102513001,482012513001,49,4
208917,G48020102513002,482012513002,40,3
208918,G48020102513003,482012513003,37,3
208919,G48020102513004,482012513004,35,3
208920,G48020102513005,482012513005,33,2
208921,G48020102514011,482012514011,38,3
208922,G48020102514021,482012514021,67,6
208923,G48020102514022,482012514022,69,6
208924,G48020102514023,482012514023,78,8
208925,G48020102515011,482012515011,27,2
208926,G48020102515012,482012515012,25,2
208927,G48020102515031,482012515031,38,3
208928,G48020102515041,482012515041,31,2
208929,G48020102515042,482012515042,31,2
208930,G48020102515043,482012515043,24,2
208931,G48020102515051,482012515051,46,4
208932,G48020102515052,482012515052,22,1
208933,G48020102515053,482012515053,21,1
208934,G48020102516001,482012516001,54,5
208935,G48020102516002,482012516002,43,3
208936,G48020102516003,482012516003,67,6
208937,G48020102517011,482012517011,72,7
208938,G48020102517012,482012517012,63,6
208939,G48020102517013,482012517013,59,5
208940,G48020102517021,482012517021,45,4
208941,G48020102517022,482012517022,57,5
208942,G48020102518001,482012518001,55,5
208943,G48020102519021,482012519021,42,3
208944,G48020102519022,482012519022,47,4
208945,G48020102519023,482012519023,44,3
208946,G48020102519031,482012519031,41,3
208947,G48020102519032,482012519032,41,3
208948,G48020102519033,482012519033,41,3
208949,G48020102519041,482012519041,43,3
208950,G48020102519042,482012519042,53,4
208951,G48020102519043,482012519043,45,4
208952,G48020102520011,482012520011,38,3
208953,G48020102520012,482012520012,28,2
208954,G48020102520021,482012520021,22,1
208955,G48020102520022,482012520022,54,5
208956,G48020102520031,482012520031,26,2
208957,G48020102520032,482012520032,23,2
208958,G48020102520033,482012520033,32,2
208959,G48020102521001,482012521001,64,6
208960,G48020102522011,482012522011,64,6
208961,G48020102522012,482012522012,65,6
208962,G48020102522013,482012522013,55,5
208963,G48020102522021,482012522021,72,7
208964,G48020102522022,482012522022,71,7
208965,G48020102522023,482012522023,62,6
208966,G48020102523031,482012523031,61,5
208967,G48020102523032,482012523032,69,6
208968,G48020102523033,482012523033,68,6
208969,G48020102523041,482012523041,73,7
208970,G48020102523042,482012523042,77,7
208971,G48020102523051,482012523051,49,4
208972,G48020102523052,482012523052,48,4
208973,G48020102523053,482012523053,77,7
208974,G48020102523054,482012523054,57,5
208975,G48020102523061,482012523061,68,6
208976,G48020102523062,482012523062,62,6
208977,G48020102523063,482012523063,61,5
208978,G48020102524001,482012524001,71,7
208979,G48020102524002,482012524002,79,8
208980,G48020102524003,482012524003,88,9
208981,G48020102524004,482012524004,77,7
208982,G48020102525001,482012525001,85,8
208983,G48020102525002,482012525002,79,8
208984,G48020102525003,482012525003,83,8
208985,G48020102526011,482012526011,66,6
208986,G48020102526012,482012526012,61,5
208987,G48020102526021,482012526021,80,8
208988,G48020102526022,482012526022,80,8
208989,G48020102526023,482012526023,80,8
208990,G48020102527001,482012527001,51,4
208991,G48020102527002,482012527002,67,6
208992,G48020102527003,482012527003,48,4
208993,G48020102528001,482012528001,75,7
208994,G48020102528002,482012528002,80,8
208995,G48020102528003,482012528003,65,6
208996,G48020102529011,482012529011,65,6
208997,G48020102529012,482012529012,64,6
208998,G48020102529021,482012529021,54,5
208999,G48020102529022,482012529022,63,6
209000,G48020102529023,482012529023,71,7
209001,G48020102530001,482012530001,80,8
209002,G48020102530002,482012530002,80,8
209003,G48020102530003,482012530003,72,7
209004,G48020102530004,482012530004,74,7
209005,G48020102531011,482012531011,62,6
209006,G48020102531012,482012531012,45,4
209007,G48020102531021,482012531021,50,4
209008,G48020102531022,482012531022,44,3
209009,G48020102532011,482012532011,39,3
209010,G48020102532012,482012532012,41,3
209011,G48020102532013,482012532013,44,3
209012,G48020102532021,482012532021,83,8
209013,G48020102532022,482012532022,79,8
209014,G48020102532023,482012532023,78,8
209015,G48020102532024,482012532024,83,8
209016,G48020102533001,482012533001,50,4
209017,G48020102533002,482012533002,62,6
209018,G48020102535011,482012535011,78,8
209019,G48020102535012,482012535012,62,6
209020,G48020102535021,482012535021,71,7
209021,G48020102535022,482012535022,81,8
209022,G48020102535023,482012535023,62,6
209023,G48020102536011,482012536011,57,5
209024,G48020102536012,482012536012,53,4
209025,G48020102536021,482012536021,52,4
209026,G48020102536022,482012536022,52,4
209027,G48020102537001,482012537001,60,5
209028,G48020102537002,482012537002,69,6
209029,G48020102537003,482012537003,61,5
209030,G48020102537004,482012537004,75,7
209031,G48020102538001,482012538001,76,7
209032,G48020102538002,482012538002,69,6
209033,G48020102538003,482012538003,74,7
209034,G48020102538004,482012538004,73,7
209035,G48020102539001,482012539001,90,9
209036,G48020102539002,482012539002,73,7
209037,G48020102539003,482012539003,71,7
209038,G48020102540001,482012540001,82,8
209039,G48020102540002,482012540002,82,8
209040,G48020102541001,482012541001,89,9
209041,G48020102541002,482012541002,84,8
209042,G48020102541003,482012541003,84,8
209043,G48020102541004,482012541004,84,8
209044,G48020102542001,482012542001,90,9
209045,G48020102542002,482012542002,90,9
209046,G48020102542003,482012542003,94,10
209047,G48020102543001,482012543001,89,9
209048,G48020102543002,482012543002,82,8
209049,G48020102543003,482012543003,87,9
209050,G48020102543004,482012543004,76,7
209051,G48020102544001,482012544001,96,10
209052,G48020102544002,482012544002,89,9
209053,G48020102546001,482012546001,81,8
209054,G48020102546002,482012546002,92,9
209055,G48020102546003,482012546003,90,9
209056,G48020102547001,482012547001,58,5
209057,G48020102548001,482012548001,94,10
209058,G48020102548002,482012548002,95,10
209059,G48020102548003,482012548003,93,9
209060,G48020103101011,482013101011,27,2
209061,G48020103101012,482013101012,35,3
209062,G48020103101021,482013101021,41,3
209063,G48020103101022,482013101022,41,3
209064,G48020103102001,482013102001,30,2
209065,G48020103102002,482013102002,25,2
209066,G48020103103001,482013103001,51,4
209067,G48020103103002,482013103002,51,4
209068,G48020103103003,482013103003,51,4
209069,G48020103103004,482013103004,51,4
209070,G48020103103005,482013103005,51,4
209071,G48020103103006,482013103006,51,4
209072,G48020103104001,482013104001,71,7
209073,G48020103104002,482013104002,55,5
209074,G48020103104003,482013104003,44,3
209075,G48020103105001,482013105001,60,5
209076,G48020103105002,482013105002,59,5
209077,G48020103105003,482013105003,69,6
209078,G48020103105004,482013105004,58,5
209079,G48020103106001,482013106001,67,6
209080,G48020103106002,482013106002,67,6
209081,G48020103106003,482013106003,67,6
209082,G48020103106004,482013106004,67,6
209083,G48020103106005,482013106005,67,6
209084,G48020103107001,482013107001,45,4
209085,G48020103107002,482013107002,29,2
209086,G48020103108001,482013108001,52,4
209087,G48020103108002,482013108002,46,4
209088,G48020103109001,482013109001,79,8
209089,G48020103109002,482013109002,80,8
209090,G48020103109003,482013109003,84,8
209091,G48020103109004,482013109004,79,8
209092,G48020103109005,482013109005,79,8
209093,G48020103110011,482013110011,81,8
209094,G48020103110012,482013110012,81,8
209095,G48020103110021,482013110021,91,9
209096,G48020103110022,482013110022,91,9
209097,G48020103110023,482013110023,91,9
209098,G48020103111001,482013111001,92,9
209099,G48020103111002,482013111002,92,9
209100,G48020103111003,482013111003,89,9
209101,G48020103111004,482013111004,92,9
209102,G48020103112001,482013112001,69,6
209103,G48020103112002,482013112002,76,7
209104,G48020103112003,482013112003,78,8
209105,G48020103113001,482013113001,72,7
209106,G48020103113002,482013113002,84,8
209107,G48020103113003,482013113003,68,6
209108,G48020103114001,482013114001,85,8
209109,G48020103115011,482013115011,77,7
209110,G48020103115012,482013115012,81,8
209111,G48020103115021,482013115021,89,9
209112,G48020103115022,482013115022,81,8
209113,G48020103115023,482013115023,83,8
209114,G48020103116001,482013116001,63,6
209115,G48020103116002,482013116002,63,6
209116,G48020103116003,482013116003,63,6
209117,G48020103117011,482013117011,84,8
209118,G48020103117012,482013117012,95,10
209119,G48020103117021,482013117021,60,5
209120,G48020103118001,482013118001,87,9
209121,G48020103118002,482013118002,84,8
209122,G48020103118003,482013118003,89,9
209123,G48020103119001,482013119001,90,9
209124,G48020103119002,482013119002,70,7
209125,G48020103120001,482013120001, , 
209126,G48020103120002,482013120002, , 
209127,G48020103120003,482013120003, , 
209128,G48020103122001,482013122001,77,7
209129,G48020103122002,482013122002,86,9
209130,G48020103122003,482013122003,80,8
209131,G48020103123001,482013123001,26,2
209132,G48020103123002,482013123002,77,7
209133,G48020103124001,482013124001,49,4
209134,G48020103124002,482013124002,78,8
209135,G48020103124003,482013124003,82,8
209136,G48020103125011,482013125011,26,2
209137,G48020103125012,482013125012,24,2
209138,G48020103125021,482013125021, , 
209139,G48020103125022,482013125022,22,1
209140,G48020103126011,482013126011,16,1
209141,G48020103126012,482013126012,16,1
209142,G48020103126013,482013126013,15,1
209143,G48020103126021,482013126021,16,1
209144,G48020103126022,482013126022,11,1
209145,G48020103126031,482013126031,34,2
209146,G48020103126032,482013126032,25,2
209147,G48020103127001,482013127001,67,6
209148,G48020103127002,482013127002,28,2
209149,G48020103128001,482013128001,86,9
209150,G48020103128002,482013128002, , 
209151,G48020103129011,482013129011,50,4
209152,G48020103129012,482013129012, , 
209153,G48020103129021,482013129021,42,3
209154,G48020103129022,482013129022,38,3
209155,G48020103130001,482013130001,31,2
209156,G48020103130002,482013130002,31,2
209157,G48020103130003,482013130003,31,2
209158,G48020103131011,482013131011,28,2
209159,G48020103131012,482013131012,26,2
209160,G48020103131021,482013131021,25,2
209161,G48020103132011,482013132011,25,2
209162,G48020103132021,482013132021,51,4
209163,G48020103132022,482013132022,43,3
209164,G48020103132023,482013132023,39,3
209165,G48020103133001,482013133001,87,9
209166,G48020103133002,482013133002,65,6
209167,G48020103134001,482013134001,98,10
209168,G48020103134002,482013134002,90,9
209169,G48020103134003,482013134003,93,9
209170,G48020103135001,482013135001,78,8
209171,G48020103135002,482013135002,95,10
209172,G48020103135003,482013135003,96,10
209173,G48020103136001,482013136001,83,8
209174,G48020103136002,482013136002,83,8
209175,G48020103136003,482013136003,83,8
209176,G48020103136004,482013136004,83,8
209177,G48020103137001,482013137001,87,9
209178,G48020103137002,482013137002,87,9
209179,G48020103138011,482013138011,94,10
209180,G48020103138012,482013138012,94,10
209181,G48020103138021,482013138021,94,10
209182,G48020103138022,482013138022,79,8
209183,G48020103138023,482013138023,96,10
209184,G48020103139011,482013139011,57,5
209185,G48020103139012,482013139012,57,5
209186,G48020103139021,482013139021,63,6
209187,G48020103139022,482013139022,63,6
209188,G48020103139023,482013139023,63,6
209189,G48020103140011,482013140011,69,6
209190,G48020103140012,482013140012,68,6
209191,G48020103140031,482013140031,59,5
209192,G48020103140032,482013140032,61,5
209193,G48020103140033,482013140033,55,5
209194,G48020103140041,482013140041,61,5
209195,G48020103140042,482013140042,63,6
209196,G48020103140051,482013140051,78,8
209197,G48020103140052,482013140052,78,8
209198,G48020103143011,482013143011,95,10
209199,G48020103143012,482013143012,94,10
209200,G48020103143021,482013143021,64,6
209201,G48020103143022,482013143022,64,6
209202,G48020103144011,482013144011,70,7
209203,G48020103144021,482013144021,64,6
209204,G48020103144022,482013144022,75,7
209205,G48020103201001,482013201001,93,9
209206,G48020103201002,482013201002,74,7
209207,G48020103202011,482013202011,93,9
209208,G48020103202012,482013202012,93,9
209209,G48020103202021,482013202021,82,8
209210,G48020103202022,482013202022,82,8
209211,G48020103202023,482013202023,81,8
209212,G48020103205001,482013205001,80,8
209213,G48020103205002,482013205002,78,8
209214,G48020103206011,482013206011,82,8
209215,G48020103206012,482013206012,88,9
209216,G48020103206021,482013206021,93,9
209217,G48020103206022,482013206022,79,8
209218,G48020103206023,482013206023,90,9
209219,G48020103207001,482013207001,66,6
209220,G48020103207002,482013207002,66,6
209221,G48020103207003,482013207003,66,6
209222,G48020103208001,482013208001,98,10
209223,G48020103208002,482013208002,99,10
209224,G48020103208003,482013208003,79,8
209225,G48020103209011,482013209011,79,8
209226,G48020103209012,482013209012,80,8
209227,G48020103209021,482013209021,71,7
209228,G48020103209022,482013209022,74,7
209229,G48020103210011,482013210011,74,7
209230,G48020103210012,482013210012,72,7
209231,G48020103210013,482013210013,71,7
209232,G48020103210021,482013210021,77,7
209233,G48020103210022,482013210022,81,8
209234,G48020103210023,482013210023,69,6
209235,G48020103211011,482013211011,56,5
209236,G48020103211012,482013211012,66,6
209237,G48020103211021,482013211021,82,8
209238,G48020103211022,482013211022,84,8
209239,G48020103211023,482013211023,73,7
209240,G48020103212001,482013212001,100,10
209241,G48020103212002,482013212002,100,10
209242,G48020103213011,482013213011,64,6
209243,G48020103213012,482013213012,68,6
209244,G48020103213021,482013213021,69,6
209245,G48020103214011,482013214011,83,8
209246,G48020103214012,482013214012,77,7
209247,G48020103214013,482013214013,81,8
209248,G48020103214021,482013214021,65,6
209249,G48020103214022,482013214022,61,5
209250,G48020103214023,482013214023,66,6
209251,G48020103215001,482013215001,89,9
209252,G48020103215002,482013215002,89,9
209253,G48020103216001,482013216001,58,5
209254,G48020103216002,482013216002,59,5
209255,G48020103216003,482013216003,60,5
209256,G48020103216004,482013216004,58,5
209257,G48020103216005,482013216005,61,5
209258,G48020103217001,482013217001,65,6
209259,G48020103217002,482013217002,73,7
209260,G48020103218001,482013218001,77,7
209261,G48020103218002,482013218002,80,8
209262,G48020103219001,482013219001,79,8
209263,G48020103219002,482013219002,71,7
209264,G48020103219003,482013219003,80,8
209265,G48020103219004,482013219004,88,9
209266,G48020103220001,482013220001,75,7
209267,G48020103220002,482013220002,75,7
209268,G48020103220003,482013220003,75,7
209269,G48020103221001,482013221001,88,9
209270,G48020103221002,482013221002,93,9
209271,G48020103221003,482013221003,91,9
209272,G48020103222001,482013222001,90,9
209273,G48020103226001,482013226001,76,7
209274,G48020103226002,482013226002,75,7
209275,G48020103226003,482013226003,76,7
209276,G48020103227011,482013227011,79,8
209277,G48020103227012,482013227012,77,7
209278,G48020103227021,482013227021,67,6
209279,G48020103227022,482013227022,66,6
209280,G48020103228001,482013228001,82,8
209281,G48020103228002,482013228002,81,8
209282,G48020103228003,482013228003,88,9
209283,G48020103228004,482013228004,85,8
209284,G48020103229001,482013229001,87,9
209285,G48020103229002,482013229002,87,9
209286,G48020103229003,482013229003,87,9
209287,G48020103230001,482013230001,65,6
209288,G48020103230002,482013230002,81,8
209289,G48020103230003,482013230003,80,8
209290,G48020103230004,482013230004,67,6
209291,G48020103231001,482013231001,84,8
209292,G48020103231002,482013231002,93,9
209293,G48020103232001,482013232001,64,6
209294,G48020103232002,482013232002,56,5
209295,G48020103232003,482013232003,73,7
209296,G48020103232004,482013232004,81,8
209297,G48020103233001,482013233001,75,7
209298,G48020103233002,482013233002,80,8
209299,G48020103234001,482013234001,79,8
209300,G48020103234002,482013234002,79,8
209301,G48020103234003,482013234003,79,8
209302,G48020103234004,482013234004,79,8
209303,G48020103234005,482013234005,79,8
209304,G48020103235001,482013235001,93,10
209305,G48020103235002,482013235002,90,9
209306,G48020103235003,482013235003,91,9
209307,G48020103235004,482013235004,90,9
209308,G48020103236011,482013236011,88,9
209309,G48020103236012,482013236012,88,9
209310,G48020103236013,482013236013,88,9
209311,G48020103236021,482013236021,62,6
209312,G48020103236022,482013236022,64,6
209313,G48020103236023,482013236023,51,4
209314,G48020103237011,482013237011,58,5
209315,G48020103237012,482013237012,51,4
209316,G48020103237013,482013237013,50,4
209317,G48020103237021,482013237021,60,5
209318,G48020103237022,482013237022,59,5
209319,G48020103238011,482013238011,76,7
209320,G48020103238012,482013238012,74,7
209321,G48020103238021,482013238021,87,9
209322,G48020103238022,482013238022,89,9
209323,G48020103238023,482013238023,89,9
209324,G48020103239001,482013239001,78,8
209325,G48020103239002,482013239002,73,7
209326,G48020103240001,482013240001,71,7
209327,G48020103240002,482013240002,52,4
209328,G48020103240003,482013240003,61,5
209329,G48020103241011,482013241011,84,8
209330,G48020103241012,482013241012,94,10
209331,G48020103241013,482013241013,90,9
209332,G48020103241014,482013241014,84,8
209333,G48020103241015,482013241015,82,8
209334,G48020103241021,482013241021, , 
209335,G48020103242001,482013242001,95,10
209336,G48020103242002,482013242002, , 
209337,G48020103301011,482013301011,71,7
209338,G48020103301012,482013301012,74,7
209339,G48020103301013,482013301013,87,9
209340,G48020103301021,482013301021,86,9
209341,G48020103302001,482013302001,75,7
209342,G48020103302002,482013302002,78,8
209343,G48020103303011,482013303011,60,5
209344,G48020103303012,482013303012,66,6
209345,G48020103303013,482013303013,69,6
209346,G48020103303021,482013303021,82,8
209347,G48020103303022,482013303022,83,8
209348,G48020103303023,482013303023,80,8
209349,G48020103303031,482013303031,77,7
209350,G48020103303032,482013303032,78,8
209351,G48020103303033,482013303033,78,8
209352,G48020103304001,482013304001,79,8
209353,G48020103304002,482013304002,91,9
209354,G48020103304003,482013304003,94,10
209355,G48020103305001,482013305001,80,8
209356,G48020103305002,482013305002,90,9
209357,G48020103305003,482013305003,88,9
209358,G48020103306001,482013306001,86,9
209359,G48020103306002,482013306002,83,8
209360,G48020103306003,482013306003,92,9
209361,G48020103306004,482013306004,85,8
209362,G48020103307001,482013307001,81,8
209363,G48020103307002,482013307002,83,8
209364,G48020103307003,482013307003,80,8
209365,G48020103307004,482013307004,84,8
209366,G48020103308011,482013308011,56,5
209367,G48020103308012,482013308012,57,5
209368,G48020103308021,482013308021,47,4
209369,G48020103308022,482013308022,48,4
209370,G48020103308023,482013308023,54,5
209371,G48020103308024,482013308024,52,4
209372,G48020103309011,482013309011,58,5
209373,G48020103309012,482013309012,64,6
209374,G48020103309013,482013309013,48,4
209375,G48020103309021,482013309021,68,6
209376,G48020103309022,482013309022,59,5
209377,G48020103311001,482013311001,74,7
209378,G48020103311002,482013311002,73,7
209379,G48020103311003,482013311003,85,8
209380,G48020103312001,482013312001,94,10
209381,G48020103312002,482013312002,94,10
209382,G48020103312003,482013312003,94,10
209383,G48020103313001,482013313001,90,9
209384,G48020103313002,482013313002,93,10
209385,G48020103313003,482013313003,91,9
209386,G48020103313004,482013313004,89,9
209387,G48020103314001,482013314001,69,6
209388,G48020103314002,482013314002,69,6
209389,G48020103315011,482013315011,85,8
209390,G48020103315012,482013315012,82,8
209391,G48020103315021,482013315021,83,8
209392,G48020103315022,482013315022,66,6
209393,G48020103316021,482013316021,64,6
209394,G48020103316022,482013316022,60,5
209395,G48020103316023,482013316023,75,7
209396,G48020103316031,482013316031,90,9
209397,G48020103316032,482013316032,92,9
209398,G48020103316033,482013316033,86,9
209399,G48020103316041,482013316041,95,10
209400,G48020103316042,482013316042,86,9
209401,G48020103316043,482013316043,90,9
209402,G48020103317001,482013317001,84,8
209403,G48020103317002,482013317002,94,10
209404,G48020103317003,482013317003,91,9
209405,G48020103318001,482013318001,90,9
209406,G48020103318002,482013318002,94,10
209407,G48020103318003,482013318003,91,9
209408,G48020103319001,482013319001,91,9
209409,G48020103319002,482013319002,94,10
209410,G48020103319003,482013319003,92,9
209411,G48020103320001,482013320001,95,10
209412,G48020103320002,482013320002,86,9
209413,G48020103321001,482013321001,91,9
209414,G48020103321002,482013321002,91,9
209415,G48020103322001,482013322001,97,10
209416,G48020103322002,482013322002,97,10
209417,G48020103322003,482013322003,97,10
209418,G48020103323001,482013323001,97,10
209419,G48020103323002,482013323002,94,10
209420,G48020103324001,482013324001,95,10
209421,G48020103324002,482013324002,93,10
209422,G48020103324003,482013324003,95,10
209423,G48020103325001,482013325001,80,8
209424,G48020103325002,482013325002,69,6
209425,G48020103326001,482013326001,88,9
209426,G48020103326002,482013326002,92,9
209427,G48020103326003,482013326003,90,9
209428,G48020103326004,482013326004,92,9
209429,G48020103327001,482013327001,86,9
209430,G48020103327002,482013327002,82,8
209431,G48020103328001,482013328001,92,9
209432,G48020103328002,482013328002,90,9
209433,G48020103328003,482013328003,90,9
209434,G48020103329001,482013329001,79,8
209435,G48020103329002,482013329002,79,8
209436,G48020103329003,482013329003,79,8
209437,G48020103330001,482013330001,76,7
209438,G48020103330002,482013330002,73,7
209439,G48020103331001,482013331001,65,6
209440,G48020103331002,482013331002,65,6
209441,G48020103331003,482013331003,65,6
209442,G48020103332011,482013332011,63,6
209443,G48020103332012,482013332012,68,6
209444,G48020103332013,482013332013,70,7
209445,G48020103332014,482013332014,66,6
209446,G48020103332031,482013332031,77,7
209447,G48020103332032,482013332032,74,7
209448,G48020103332041,482013332041,65,6
209449,G48020103332042,482013332042,67,6
209450,G48020103332051,482013332051,67,6
209451,G48020103332052,482013332052,68,6
209452,G48020103333011,482013333011,64,6
209453,G48020103333012,482013333012,58,5
209454,G48020103333013,482013333013,75,7
209455,G48020103333021,482013333021,78,8
209456,G48020103333022,482013333022,75,7
209457,G48020103335011,482013335011,83,8
209458,G48020103335012,482013335012,69,6
209459,G48020103335021,482013335021,73,7
209460,G48020103335022,482013335022,65,6
209461,G48020103336001,482013336001,55,5
209462,G48020103336002,482013336002,60,5
209463,G48020103336003,482013336003,53,4
209464,G48020103337001,482013337001,71,7
209465,G48020103337002,482013337002,70,7
209466,G48020103338011,482013338011,65,6
209467,G48020103338012,482013338012,65,6
209468,G48020103338013,482013338013,65,6
209469,G48020103338021,482013338021,59,5
209470,G48020103338022,482013338022,60,5
209471,G48020103338023,482013338023,55,5
209472,G48020103339031,482013339031,68,6
209473,G48020103339032,482013339032,66,6
209474,G48020103339041,482013339041,59,5
209475,G48020103339042,482013339042,60,5
209476,G48020103339043,482013339043,60,5
209477,G48020103339051,482013339051,56,5
209478,G48020103339052,482013339052,57,5
209479,G48020103339061,482013339061,49,4
209480,G48020103339062,482013339062,52,4
209481,G48020103339063,482013339063,50,4
209482,G48020103340011,482013340011,75,7
209483,G48020103340012,482013340012,83,8
209484,G48020103340021,482013340021,76,7
209485,G48020103340022,482013340022,76,7
209486,G48020103340031,482013340031,67,6
209487,G48020103340032,482013340032,72,7
209488,G48020103340033,482013340033,67,6
209489,G48020103340034,482013340034,67,6
209490,G48020103341011,482013341011,56,5
209491,G48020103341012,482013341012,55,5
209492,G48020103341013,482013341013,58,5
209493,G48020103341021,482013341021,66,6
209494,G48020103341022,482013341022,67,6
209495,G48020103341023,482013341023,67,6
209496,G48020103341024,482013341024,67,6
209497,G48020103401011,482013401011,61,5
209498,G48020103401021,482013401021,53,4
209499,G48020103401022,482013401022,57,5
209500,G48020103402011,482013402011, , 
209501,G48020103402021,482013402021,27,2
209502,G48020103402022,482013402022,16,1
209503,G48020103402023,482013402023,35,3
209504,G48020103402031,482013402031,22,1
209505,G48020103402032,482013402032,27,2
209506,G48020103403011,482013403011,10,1
209507,G48020103403012,482013403012,14,1
209508,G48020103403021,482013403021,34,2
209509,G48020103403022,482013403022,23,2
209510,G48020103403023,482013403023,44,3
209511,G48020103404001,482013404001,24,2
209512,G48020103405011,482013405011,57,5
209513,G48020103405012,482013405012,66,6
209514,G48020103405013,482013405013,44,3
209515,G48020103405014,482013405014,49,4
209516,G48020103405021,482013405021,83,8
209517,G48020103405022,482013405022,83,8
209518,G48020103405023,482013405023,86,9
209519,G48020103406001,482013406001,38,3
209520,G48020103406002,482013406002,45,4
209521,G48020103407011,482013407011,55,5
209522,G48020103407012,482013407012,64,6
209523,G48020103407021,482013407021,49,4
209524,G48020103407022,482013407022,42,3
209525,G48020103408001,482013408001,34,2
209526,G48020103408002,482013408002,38,3
209527,G48020103408003,482013408003,36,3
209528,G48020103409001,482013409001,67,6
209529,G48020103409002,482013409002,78,8
209530,G48020103409003,482013409003,73,7
209531,G48020103409004,482013409004,69,6
209532,G48020103410011,482013410011,62,6
209533,G48020103410012,482013410012,62,6
209534,G48020103410013,482013410013,62,6
209535,G48020103410021,482013410021,71,7
209536,G48020103410022,482013410022,49,4
209537,G48020103411011,482013411011,56,5
209538,G48020103411021,482013411021,64,6
209539,G48020103411022,482013411022,54,5
209540,G48020103412011,482013412011,43,3
209541,G48020103412012,482013412012,39,3
209542,G48020103412013,482013412013,35,3
209543,G48020103412031,482013412031,62,6
209544,G48020103412032,482013412032,43,3
209545,G48020103412041,482013412041,53,4
209546,G48020103412042,482013412042,13,1
209547,G48020103412043,482013412043,34,2
209548,G48020103413021,482013413021,56,5
209549,G48020103413022,482013413022,78,8
209550,G48020103413031,482013413031,59,5
209551,G48020103413032,482013413032,94,10
209552,G48020103413041,482013413041,57,5
209553,G48020103413042,482013413042, , 
209554,G48020103414001,482013414001,23,2
209555,G48020103414002,482013414002,30,2
209556,G48020103414003,482013414003,38,3
209557,G48020103415011,482013415011,57,5
209558,G48020103415012,482013415012,36,3
209559,G48020103415013,482013415013,24,2
209560,G48020103415014,482013415014,34,2
209561,G48020103415021,482013415021,66,6
209562,G48020103415022,482013415022,26,2
209563,G48020103415023,482013415023,39,3
209564,G48020103416001,482013416001,45,4
209565,G48020103416002,482013416002,55,5
209566,G48020103416003,482013416003,45,4
209567,G48020103416004,482013416004,51,4
209568,G48020103417001,482013417001,53,4
209569,G48020103417002,482013417002,62,6
209570,G48020103418001,482013418001,29,2
209571,G48020103418002,482013418002,61,5
209572,G48020103420011,482013420011,31,2
209573,G48020103420012,482013420012,34,2
209574,G48020103420013,482013420013,41,3
209575,G48020103420021,482013420021,35,3
209576,G48020103420022,482013420022,51,4
209577,G48020103421001,482013421001,80,8
209578,G48020103421002,482013421002,43,3
209579,G48020103422001,482013422001,68,6
209580,G48020103422002,482013422002,65,6
209581,G48020103422003,482013422003,75,7
209582,G48020103422004,482013422004, , 
209583,G48020103423001,482013423001,75,7
209584,G48020103423002,482013423002,76,7
209585,G48020103423003,482013423003,76,7
209586,G48020103423004,482013423004,78,8
209587,G48020103424001,482013424001,57,5
209588,G48020103424002,482013424002,70,7
