Block,GISJOIN,FIPS,ADI_NATRANK,ADI_STATERNK
209589,G48020103425001,482013425001,55,5
209590,G48020103425002,482013425002,55,5
209591,G48020103425003,482013425003,55,5
209592,G48020103425004,482013425004,55,5
209593,G48020103427001,482013427001,65,6
209594,G48020103427002,482013427002,54,5
209595,G48020103427003,482013427003,52,4
209596,G48020103428011,482013428011,36,3
209597,G48020103428012,482013428012,37,3
209598,G48020103428021,482013428021,31,2
209599,G48020103428022,482013428022,45,4
209600,G48020103429001,482013429001,54,5
209601,G48020103429002,482013429002,56,5
209602,G48020103429003,482013429003,48,4
209603,G48020103430001,482013430001,70,7
209604,G48020103430002,482013430002,70,7
209605,G48020103430003,482013430003,70,7
209606,G48020103431001,482013431001,64,6
209607,G48020103431002,482013431002,60,5
209608,G48020103431003,482013431003,56,5
209609,G48020103432001,482013432001,42,3
209610,G48020103432002,482013432002,44,3
209611,G48020103433011,482013433011,56,5
209612,G48020103433012,482013433012,56,5
209613,G48020103433013,482013433013,56,5
209614,G48020103433021,482013433021,49,4
209615,G48020103433022,482013433022,60,5
209616,G48020103436011,482013436011, , 
209617,G48020103436021,482013436021,69,6
209618,G48020103436022,482013436022,69,6
209619,G48020103436023,482013436023,73,7
209620,G48020103437001,482013437001,71,7
209621,G48020103437002,482013437002,67,6
209622,G48020103437003,482013437003,67,6
209623,G48020103501011,482013501011,31,2
209624,G48020103501012,482013501012,31,2
209625,G48020103501013,482013501013,31,2
209626,G48020103501021,482013501021,41,3
209627,G48020103501022,482013501022,34,2
209628,G48020103501031,482013501031,43,3
209629,G48020103501032,482013501032,37,3
209630,G48020103501033,482013501033,24,2
209631,G48020103501041,482013501041,36,3
209632,G48020103501042,482013501042,36,3
209633,G48020103502011,482013502011,67,6
209634,G48020103502012,482013502012,67,6
209635,G48020103502021,482013502021,53,4
209636,G48020103502022,482013502022,66,6
209637,G48020103503001,482013503001,51,4
209638,G48020103503002,482013503002,45,4
209639,G48020103503003,482013503003,44,3
209640,G48020103503004,482013503004,50,4
209641,G48020103504001,482013504001,62,6
209642,G48020103504002,482013504002,61,5
209643,G48020103504003,482013504003,57,5
209644,G48020103504004,482013504004,70,7
209645,G48020103505001,482013505001,58,5
209646,G48020103505002,482013505002,85,8
209647,G48020103505003,482013505003,37,3
209648,G48020103505004,482013505004,79,8
209649,G48020103505005,482013505005,60,5
209650,G48020103506011,482013506011,69,6
209651,G48020103506012,482013506012,48,4
209652,G48020103506031,482013506031,48,4
209653,G48020103506032,482013506032,43,3
209654,G48020103506041,482013506041,47,4
209655,G48020103506042,482013506042,35,3
209656,G48020103506043,482013506043,39,3
209657,G48020103507001,482013507001,48,4
209658,G48020103507002,482013507002,45,4
209659,G48020103508011,482013508011,54,5
209660,G48020103508012,482013508012,63,6
209661,G48020103508013,482013508013,71,7
209662,G48020103508014,482013508014,76,7
209663,G48020103508031,482013508031,64,6
209664,G48020103508032,482013508032,58,5
209665,G48020103508033,482013508033,59,5
209666,G48020103508041,482013508041,22,1
209667,G48020103508042,482013508042,19,1
209668,G48020103508043,482013508043, , 
209669,G48020103508044,482013508044,20,1
209670,G48020104101011,482014101011,29,2
209671,G48020104101012,482014101012,34,2
209672,G48020104101021,482014101021,47,4
209673,G48020104101022,482014101022,39,3
209674,G48020104102011,482014102011,45,4
209675,G48020104102021,482014102021,16,1
209676,G48020104102022,482014102022,13,1
209677,G48020104102023,482014102023,12,1
209678,G48020104103001,482014103001,20,1
209679,G48020104103002,482014103002,13,1
209680,G48020104103003,482014103003,28,2
209681,G48020104104011,482014104011,11,1
209682,G48020104104012,482014104012,7,1
209683,G48020104104013,482014104013,36,3
209684,G48020104104014,482014104014,7,1
209685,G48020104104021,482014104021,14,1
209686,G48020104104022,482014104022,12,1
209687,G48020104104023,482014104023,12,1
209688,G48020104105011,482014105011,16,1
209689,G48020104105021,482014105021,18,1
209690,G48020104105022,482014105022,21,1
209691,G48020104105023,482014105023,18,1
209692,G48020104106011,482014106011,48,4
209693,G48020104106021,482014106021,64,6
209694,G48020104106022,482014106022,37,3
209695,G48020104107031,482014107031,37,3
209696,G48020104107032,482014107032,34,2
209697,G48020104107041,482014107041,16,1
209698,G48020104107042,482014107042,5,1
209699,G48020104107051,482014107051,33,2
209700,G48020104107052,482014107052, , 
209701,G48020104107061,482014107061,22,1
209702,G48020104108011,482014108011,15,1
209703,G48020104108012,482014108012,12,1
209704,G48020104108021,482014108021,7,1
209705,G48020104108022,482014108022,9,1
209706,G48020104109001,482014109001,14,1
209707,G48020104109002,482014109002,14,1
209708,G48020104110011,482014110011,9,1
209709,G48020104110012,482014110012,8,1
209710,G48020104110021,482014110021,8,1
209711,G48020104110022,482014110022,9,1
209712,G48020104110031,482014110031,5,1
209713,G48020104111001,482014111001,2,1
209714,G48020104111002,482014111002,4,1
209715,G48020104111003,482014111003,2,1
209716,G48020104112001,482014112001,1,1
209717,G48020104112002,482014112002,1,1
209718,G48020104113011,482014113011,26,2
209719,G48020104113021,482014113021,9,1
209720,G48020104113022,482014113022,9,1
209721,G48020104114001,482014114001,1,1
209722,G48020104114002,482014114002,1,1
209723,G48020104114003,482014114003,1,1
209724,G48020104115031,482014115031,28,2
209725,G48020104115032,482014115032,27,2
209726,G48020104115041,482014115041,40,3
209727,G48020104115042,482014115042,48,4
209728,G48020104115051,482014115051,6,1
209729,G48020104115052,482014115052,6,1
209730,G48020104115061,482014115061,35,3
209731,G48020104115062,482014115062,37,3
209732,G48020104115071,482014115071,53,4
209733,G48020104116001,482014116001,4,1
209734,G48020104116002,482014116002,6,1
209735,G48020104117001,482014117001,70,7
209736,G48020104117002,482014117002,64,6
209737,G48020104117003,482014117003,72,7
209738,G48020104118011,482014118011,5,1
209739,G48020104118012,482014118012,20,1
209740,G48020104118021,482014118021,10,1
209741,G48020104118022,482014118022,17,1
209742,G48020104119011,482014119011,3,1
209743,G48020104119012,482014119012,3,1
209744,G48020104119021,482014119021,4,1
209745,G48020104120001,482014120001,2,1
209746,G48020104120002,482014120002,6,1
209747,G48020104120003,482014120003,2,1
209748,G48020104122011,482014122011,6,1
209749,G48020104122012,482014122012,5,1
209750,G48020104122013,482014122013,5,1
209751,G48020104122021,482014122021,4,1
209752,G48020104122022,482014122022,5,1
209753,G48020104122023,482014122023,5,1
209754,G48020104123001,482014123001,2,1
209755,G48020104123002,482014123002,2,1
209756,G48020104123003,482014123003,2,1
209757,G48020104123004,482014123004,1,1
209758,G48020104123005,482014123005,2,1
209759,G48020104124001,482014124001,1,1
209760,G48020104124002,482014124002,1,1
209761,G48020104124003,482014124003,1,1
209762,G48020104124004,482014124004,3,1
209763,G48020104125001,482014125001,1,1
209764,G48020104126001,482014126001,2,1
209765,G48020104126002,482014126002,2,1
209766,G48020104126003,482014126003,2,1
209767,G48020104127001,482014127001,10,1
209768,G48020104127002,482014127002,6,1
209769,G48020104128001,482014128001,3,1
209770,G48020104128002,482014128002,4,1
209771,G48020104128003,482014128003,4,1
209772,G48020104129011,482014129011,53,4
209773,G48020104129021,482014129021,28,2
209774,G48020104129022,482014129022,22,1
209775,G48020104130001,482014130001,6,1
209776,G48020104130002,482014130002,6,1
209777,G48020104130003,482014130003,6,1
209778,G48020104131001,482014131001,3,1
209779,G48020104131002,482014131002,3,1
209780,G48020104131003,482014131003,4,1
209781,G48020104132031,482014132031,3,1
209782,G48020104132041,482014132041,58,5
209783,G48020104132051,482014132051,78,8
209784,G48020104132061,482014132061,60,5
209785,G48020104132062,482014132062,48,4
209786,G48020104133011,482014133011,24,2
209787,G48020104133012,482014133012,24,2
209788,G48020104133013,482014133013,24,2
209789,G48020104133014,482014133014,24,2
209790,G48020104133021,482014133021,14,1
209791,G48020104133022,482014133022,14,1
209792,G48020104133023,482014133023,15,1
209793,G48020104201001,482014201001,45,4
209794,G48020104201002,482014201002,35,3
209795,G48020104201003,482014201003,47,4
209796,G48020104202001,482014202001,53,4
209797,G48020104202002,482014202002,49,4
209798,G48020104203001,482014203001,19,1
209799,G48020104203002,482014203002,27,2
209800,G48020104203003,482014203003,25,2
209801,G48020104204001,482014204001,31,2
209802,G48020104204002,482014204002,34,2
209803,G48020104204003,482014204003,40,3
209804,G48020104205001,482014205001,73,7
209805,G48020104205002,482014205002,79,8
209806,G48020104205003,482014205003,80,8
209807,G48020104206001,482014206001,35,3
209808,G48020104207001,482014207001,18,1
209809,G48020104207002,482014207002,10,1
209810,G48020104208001,482014208001,4,1
209811,G48020104208002,482014208002,8,1
209812,G48020104208003,482014208003,12,1
209813,G48020104209001,482014209001,4,1
209814,G48020104209002,482014209002,3,1
209815,G48020104209003,482014209003,3,1
209816,G48020104209004,482014209004,3,1
209817,G48020104210001,482014210001,7,1
209818,G48020104210002,482014210002,7,1
209819,G48020104211011,482014211011,56,5
209820,G48020104211012,482014211012,60,5
209821,G48020104211013,482014211013,64,6
209822,G48020104211031,482014211031,64,6
209823,G48020104211041,482014211041,63,6
209824,G48020104211042,482014211042,63,6
209825,G48020104211043,482014211043,62,6
209826,G48020104212031,482014212031,63,6
209827,G48020104212032,482014212032,64,6
209828,G48020104212041,482014212041,62,6
209829,G48020104212042,482014212042,62,6
209830,G48020104212051,482014212051,63,6
209831,G48020104212061,482014212061,66,6
209832,G48020104213011,482014213011,63,6
209833,G48020104213012,482014213012,65,6
209834,G48020104213021,482014213021,58,5
209835,G48020104213022,482014213022,58,5
209836,G48020104214011,482014214011,65,6
209837,G48020104214012,482014214012,65,6
209838,G48020104214021,482014214021,65,6
209839,G48020104214022,482014214022,65,6
209840,G48020104214031,482014214031,84,8
209841,G48020104214032,482014214032,84,8
209842,G48020104214033,482014214033,81,8
209843,G48020104215011,482014215011,38,3
209844,G48020104215012,482014215012,38,3
209845,G48020104215013,482014215013,38,3
209846,G48020104215021,482014215021,62,6
209847,G48020104215022,482014215022,65,6
209848,G48020104215023,482014215023,60,5
209849,G48020104216011,482014216011,64,6
209850,G48020104216012,482014216012,63,6
209851,G48020104216021,482014216021,10,1
209852,G48020104216022,482014216022,10,1
209853,G48020104216023,482014216023,11,1
209854,G48020104217001,482014217001,33,2
209855,G48020104217002,482014217002,33,2
209856,G48020104217003,482014217003,33,2
209857,G48020104217004,482014217004,33,2
209858,G48020104218011,482014218011,63,6
209859,G48020104218012,482014218012,62,6
209860,G48020104218021,482014218021,28,2
209861,G48020104218022,482014218022,24,2
209862,G48020104219001,482014219001,19,1
209863,G48020104219002,482014219002,20,1
209864,G48020104219003,482014219003,19,1
209865,G48020104220001,482014220001,27,2
209866,G48020104220002,482014220002,25,2
209867,G48020104220003,482014220003,31,2
209868,G48020104221001,482014221001,59,5
209869,G48020104221002,482014221002,56,5
209870,G48020104221003,482014221003,56,5
209871,G48020104221004,482014221004,55,5
209872,G48020104221005,482014221005,40,3
209873,G48020104222001,482014222001,63,6
209874,G48020104222002,482014222002,66,6
209875,G48020104222003,482014222003,72,7
209876,G48020104222004,482014222004,72,7
209877,G48020104222005,482014222005,64,6
209878,G48020104223021,482014223021,78,8
209879,G48020104223031,482014223031,83,8
209880,G48020104223032,482014223032, , 
209881,G48020104223033,482014223033,90,9
209882,G48020104223041,482014223041,88,9
209883,G48020104223042,482014223042,88,9
209884,G48020104224031,482014224031,49,4
209885,G48020104224032,482014224032,35,3
209886,G48020104224041,482014224041,53,4
209887,G48020104224042,482014224042,59,5
209888,G48020104224051,482014224051,64,6
209889,G48020104224052,482014224052,71,7
209890,G48020104224061,482014224061,65,6
209891,G48020104224062,482014224062,82,8
209892,G48020104225011,482014225011,37,3
209893,G48020104225012,482014225012,37,3
209894,G48020104225013,482014225013,37,3
209895,G48020104225021,482014225021,25,2
209896,G48020104225022,482014225022,39,3
209897,G48020104226011,482014226011,76,7
209898,G48020104226012,482014226012,76,7
209899,G48020104226013,482014226013,76,7
209900,G48020104226021,482014226021,53,4
209901,G48020104226022,482014226022,58,5
209902,G48020104227011,482014227011,73,7
209903,G48020104227012,482014227012,67,6
209904,G48020104227013,482014227013,68,6
209905,G48020104227021,482014227021,63,6
209906,G48020104227022,482014227022,58,5
209907,G48020104228001,482014228001, , 
209908,G48020104228002,482014228002,62,6
209909,G48020104228003,482014228003,75,7
209910,G48020104229001,482014229001,84,8
209911,G48020104229002,482014229002,84,8
209912,G48020104229003,482014229003,81,8
209913,G48020104229004,482014229004,78,8
209914,G48020104230011,482014230011,55,5
209915,G48020104230021,482014230021,54,5
209916,G48020104230022,482014230022,54,5
209917,G48020104231001,482014231001,65,6
209918,G48020104231002,482014231002,65,6
209919,G48020104231003,482014231003,64,6
209920,G48020104232011,482014232011,59,5
209921,G48020104232012,482014232012,62,6
209922,G48020104232031,482014232031,69,6
209923,G48020104232032,482014232032,62,6
209924,G48020104232041,482014232041,66,6
209925,G48020104232042,482014232042,66,6
209926,G48020104232043,482014232043,66,6
